invoice#,date,country,product_id,shop,gender,size_us,size_europe,size_uk,unit_price,discount,year,month,sale_price
53918,28-08-2014,Germany,2229,GER2,Female,9,39-40,7,139.00,0%,2014,8,139.00
53919,28-08-2014,United Kingdom,2211,UK4,Male,11,44,10.5,149.00,0%,2014,8,149.00
53920,28-08-2014,Germany,2205,GER1,Female,10,40-41,8,159.00,50%,2014,8,79.50
53921,28-08-2014,Canada,2228,CAN1,Female,8,38-39,6,159.00,0%,2014,8,159.00
53922,29-08-2014,Germany,2183,GER2,Male,8,41,7.5,189.00,30%,2014,8,132.30
53923,29-08-2014,United Kingdom,2201,UK5,Male,9.5,42-43,9,149.00,0%,2014,8,149.00
53924,29-08-2014,Canada,2182,CAN6,Female,8.5,39,6.5,179.00,10%,2014,8,161.10
53925,29-08-2014,United States,2176,US15,Male,10.5,43-44,10,139.00,0%,2014,8,139.00
53926,29-08-2014,United Kingdom,2190,UK2,Male,10,43,9.5,139.00,0%,2014,8,139.00
53926,29-08-2014,United Kingdom,2211,UK4,Male,11,44,10.5,149.00,0%,2014,8,149.00
53927,29-08-2014,Canada,2196,CAN6,Male,8.5,41-42,8,139.00,0%,2014,8,139.00
53928,29-08-2014,United States,2220,US8,Male,10.5,43-44,10,139.00,20%,2014,8,111.20
53929,29-08-2014,Germany,2232,GER2,Male,8,41,7.5,199.00,30%,2014,8,139.30
53930,30-08-2014,United States,2212,US15,Male,11.5,44-45,11,199.00,0%,2014,8,199.00
53930,30-08-2014,United States,2176,US15,Male,10.5,43-44,10,139.00,0%,2014,8,139.00
53930,30-08-2014,United States,2171,US15,Female,9,39-40,7,139.00,0%,2014,8,139.00
53931,30-08-2014,United States,2237,US5,Male,9.5,42-43,9,189.00,30%,2014,8,132.30
53932,30-08-2014,Germany,2151,GER2,Female,10,40-41,8,139.00,0%,2014,8,139.00
53933,30-08-2014,United States,2236,US11,Female,8.5,39,6.5,129.00,50%,2014,8,64.50
53933,30-08-2014,United States,2233,US12,Male,10,43,9.5,179.00,30%,2014,8,125.30
53934,30-08-2014,Canada,2212,CAN2,Male,12,45,11.5,159.00,20%,2014,8,127.20
53935,30-08-2014,United States,2234,US11,Male,10,43,9.5,189.00,0%,2014,8,189.00
53936,30-08-2014,Germany,2156,GER3,Male,6,39,5.5,169.00,10%,2014,8,152.10
53937,31-08-2014,United Kingdom,2169,UK5,Female,9.5,40,7.5,199.00,10%,2014,8,179.10
53938,31-08-2014,United States,2225,US14,Male,10.5,43-44,10,139.00,20%,2014,8,111.20
53939,31-08-2014,Germany,2205,GER1,Female,10,40-41,8,159.00,50%,2014,8,79.50
53940,31-08-2014,United States,2150,US10,Female,8.5,39,6.5,159.00,0%,2014,8,159.00
53940,31-08-2014,United States,2236,US11,Female,8.5,39,6.5,129.00,50%,2014,8,64.50
53941,31-08-2014,Canada,2187,CAN2,Male,9,42,8.5,199.00,0%,2014,8,199.00
53942,31-08-2014,United States,2183,US15,Male,10.5,43-44,10,199.00,20%,2014,8,159.20
53943,01-09-2014,United Kingdom,2161,UK1,Female,9.5,40,7.5,129.00,10%,2014,9,116.10
53944,01-09-2014,Germany,2231,GER3,Female,9,39-40,7,149.00,0%,2014,9,149.00
53945,01-09-2014,United States,2228,US10,Female,8.5,39,6.5,199.00,0%,2014,9,199.00
53945,01-09-2014,United States,2150,US10,Female,8.5,39,6.5,159.00,0%,2014,9,159.00
53945,01-09-2014,United States,2220,US8,Male,10.5,43-44,10,139.00,20%,2014,9,111.20
53945,01-09-2014,United States,2191,US6,Male,9,42,8.5,129.00,0%,2014,9,129.00
53946,01-09-2014,United States,2216,US15,Male,13,46,12.5,179.00,10%,2014,9,161.10
53947,02-09-2014,United States,2147,US15,Male,13,46,12.5,169.00,0%,2014,9,169.00
53948,02-09-2014,Canada,2186,CAN1,Male,9,42,8.5,179.00,10%,2014,9,161.10
53949,02-09-2014,United Kingdom,2193,UK1,Female,9.5,40,7.5,159.00,30%,2014,9,111.30
53950,02-09-2014,Germany,2162,GER2,Female,9,39-40,7,179.00,30%,2014,9,125.30
53951,02-09-2014,United States,2214,US15,Male,11.5,44-45,11,159.00,0%,2014,9,159.00
53952,02-09-2014,United Kingdom,2194,UK2,Female,8,38-39,6,189.00,0%,2014,9,189.00
53953,02-09-2014,Canada,2168,CAN3,Female,8,38-39,6,169.00,50%,2014,9,84.50
53954,03-09-2014,United States,2237,US5,Male,9.5,42-43,9,189.00,30%,2014,9,132.30
53955,03-09-2014,Canada,2196,CAN6,Male,8.5,41-42,8,139.00,0%,2014,9,139.00
53956,03-09-2014,United Kingdom,2173,UK2,Male,9,42,8.5,149.00,30%,2014,9,104.30
53957,03-09-2014,United States,2241,US15,Male,6.5,39,6,159.00,10%,2014,9,143.10
53958,03-09-2014,United Kingdom,2211,UK1,Female,8,38-39,6,179.00,30%,2014,9,125.30
53959,03-09-2014,Germany,2170,GER2,Male,10,43,9.5,169.00,50%,2014,9,84.50
53960,03-09-2014,Canada,2228,CAN1,Female,8,38-39,6,159.00,0%,2014,9,159.00
53961,04-09-2014,United States,2225,US14,Male,10.5,43-44,10,139.00,20%,2014,9,111.20
53962,04-09-2014,Canada,2201,CAN3,Male,10.5,43-44,10,179.00,50%,2014,9,89.50
53963,04-09-2014,Canada,2212,CAN2,Male,12,45,11.5,159.00,20%,2014,9,127.20
53964,04-09-2014,United States,2220,US15,Male,8,41,7.5,169.00,0%,2014,9,169.00
53965,04-09-2014,United States,2182,US13,Male,10,43,9.5,189.00,0%,2014,9,189.00
53965,04-09-2014,United States,2208,US10,Male,10.5,43-44,10,149.00,0%,2014,9,149.00
53966,04-09-2014,United States,2183,US15,Male,10.5,43-44,10,199.00,20%,2014,9,159.20
53967,04-09-2014,United Kingdom,2236,UK1,Male,9,42,8.5,169.00,0%,2014,9,169.00
53968,04-09-2014,Germany,2150,GER2,Male,9.5,42-43,9,199.00,0%,2014,9,199.00
53969,04-09-2014,United Kingdom,2183,UK5,Female,8,38-39,6,169.00,50%,2014,9,84.50
53970,04-09-2014,Germany,2232,GER2,Male,8,41,7.5,199.00,30%,2014,9,139.30
53971,05-09-2014,Canada,2186,CAN1,Male,9,42,8.5,179.00,10%,2014,9,161.10
53972,05-09-2014,United States,2241,US15,Male,6.5,39,6,159.00,10%,2014,9,143.10
53973,05-09-2014,United States,2147,US15,Male,13,46,12.5,169.00,0%,2014,9,169.00
53973,05-09-2014,United States,2182,US13,Male,10,43,9.5,189.00,0%,2014,9,189.00
53974,05-09-2014,United States,2216,US15,Male,13,46,12.5,179.00,10%,2014,9,161.10
53975,05-09-2014,Canada,2186,CAN6,Female,8.5,39,6.5,199.00,0%,2014,9,199.00
53976,05-09-2014,United States,2185,US15,Male,10.5,43-44,10,179.00,30%,2014,9,125.30
53977,05-09-2014,United Kingdom,2171,UK3,Male,10,43,9.5,129.00,10%,2014,9,116.10
53978,05-09-2014,United Kingdom,2194,UK2,Female,8,38-39,6,189.00,0%,2014,9,189.00
53979,06-09-2014,Canada,2196,CAN6,Male,8.5,41-42,8,139.00,0%,2014,9,139.00
53980,06-09-2014,United States,2183,US15,Male,10.5,43-44,10,199.00,20%,2014,9,159.20
53981,06-09-2014,Canada,2204,CAN6,Male,10,43,9.5,179.00,0%,2014,9,179.00
53981,06-09-2014,Canada,2187,CAN1,Male,9.5,42-43,9,159.00,0%,2014,9,159.00
53982,06-09-2014,United States,2237,US5,Male,9.5,42-43,9,189.00,30%,2014,9,132.30
53982,06-09-2014,United States,2147,US15,Male,13,46,12.5,169.00,0%,2014,9,169.00
53983,06-09-2014,United States,2220,US15,Male,8,41,7.5,169.00,0%,2014,9,169.00
53983,06-09-2014,United States,2185,US15,Male,10.5,43-44,10,179.00,30%,2014,9,125.30
53984,06-09-2014,Germany,2170,GER2,Female,9,39-40,7,169.00,50%,2014,9,84.50
53985,07-09-2014,Germany,2207,GER2,Female,9,39-40,7,149.00,50%,2014,9,74.50
53986,07-09-2014,United States,2165,US6,Male,10,43,9.5,159.00,0%,2014,9,159.00
53987,07-09-2014,Canada,2201,CAN3,Male,10.5,43-44,10,179.00,50%,2014,9,89.50
53987,07-09-2014,Canada,2204,CAN6,Male,10,43,9.5,179.00,0%,2014,9,179.00
53988,07-09-2014,Canada,2175,CAN5,Male,9,42,8.5,139.00,0%,2014,9,139.00
53988,07-09-2014,Canada,2149,CAN1,Female,8.5,39,6.5,169.00,50%,2014,9,84.50
53989,07-09-2014,United States,2151,US10,Male,9.5,42-43,9,179.00,0%,2014,9,179.00
53990,07-09-2014,United States,2241,US15,Male,6.5,39,6,159.00,10%,2014,9,143.10
53990,07-09-2014,United States,2220,US15,Male,8,41,7.5,169.00,0%,2014,9,169.00
53991,07-09-2014,Germany,2213,GER2,Female,7,37-38,5,159.00,0%,2014,9,159.00
53992,07-09-2014,Germany,2162,GER1,Female,10,40-41,8,199.00,0%,2014,9,199.00
53993,08-09-2014,United Kingdom,2184,UK2,Male,9.5,42-43,9,169.00,0%,2014,9,169.00
53994,08-09-2014,United States,2208,US10,Male,10.5,43-44,10,149.00,0%,2014,9,149.00
53995,08-09-2014,Canada,2186,CAN1,Male,9,42,8.5,179.00,10%,2014,9,161.10
53995,08-09-2014,Canada,2201,CAN3,Male,10.5,43-44,10,179.00,50%,2014,9,89.50
53996,08-09-2014,Germany,2170,GER2,Female,7,37-38,5,139.00,0%,2014,9,139.00
53997,08-09-2014,Canada,2186,CAN6,Female,8.5,39,6.5,199.00,0%,2014,9,199.00
53998,08-09-2014,United States,2238,US15,Female,5.5,36,3.5,169.00,50%,2014,9,84.50
53999,08-09-2014,United States,2165,US6,Male,10,43,9.5,159.00,0%,2014,9,159.00
54000,08-09-2014,Canada,2187,CAN1,Male,9.5,42-43,9,159.00,0%,2014,9,159.00
54001,08-09-2014,United States,2151,US10,Male,9.5,42-43,9,179.00,0%,2014,9,179.00
54002,08-09-2014,United Kingdom,2199,UK2,Male,11,44,10.5,169.00,30%,2014,9,118.30
54003,09-09-2014,United Kingdom,2190,UK2,Male,9,42,8.5,199.00,30%,2014,9,139.30
54004,09-09-2014,United States,2182,US13,Male,10,43,9.5,189.00,0%,2014,9,189.00
54005,09-09-2014,Germany,2213,GER2,Female,7,37-38,5,159.00,0%,2014,9,159.00
54006,09-09-2014,United States,2151,US15,Female,5.5,36,3.5,159.00,0%,2014,9,159.00
54006,09-09-2014,United States,2185,US15,Male,10.5,43-44,10,179.00,30%,2014,9,125.30
54007,09-09-2014,United States,2208,US10,Male,10.5,43-44,10,149.00,0%,2014,9,149.00
54008,09-09-2014,Canada,2204,CAN6,Male,10,43,9.5,179.00,0%,2014,9,179.00
54009,09-09-2014,United States,2165,US6,Male,10,43,9.5,159.00,0%,2014,9,159.00
54010,09-09-2014,Germany,2225,GER2,Female,10,40-41,8,179.00,0%,2014,9,179.00
54011,09-09-2014,Germany,2177,GER3,Male,10,43,9.5,169.00,0%,2014,9,169.00
54012,09-09-2014,Germany,2207,GER2,Female,9,39-40,7,149.00,50%,2014,9,74.50
54013,10-09-2014,Canada,2187,CAN1,Male,9.5,42-43,9,159.00,0%,2014,9,159.00
54014,10-09-2014,Germany,2207,GER1,Male,8,41,7.5,159.00,50%,2014,9,79.50
54015,10-09-2014,Germany,2162,GER1,Female,10,40-41,8,199.00,0%,2014,9,199.00
54016,10-09-2014,Germany,2229,GER2,Male,9,42,8.5,199.00,20%,2014,9,159.20
54017,10-09-2014,United Kingdom,2184,UK2,Male,9.5,42-43,9,169.00,0%,2014,9,169.00
54018,11-09-2014,United States,2195,US13,Male,14,47,13.5,139.00,0%,2014,9,139.00
54019,11-09-2014,Canada,2239,CAN3,Female,6.5,37,4.5,169.00,0%,2014,9,169.00
54020,11-09-2014,United Kingdom,2226,UK2,Female,8,38-39,6,129.00,0%,2014,9,129.00
54021,11-09-2014,United States,2195,US6,Male,11,44,10.5,189.00,0%,2014,9,189.00
54022,11-09-2014,United States,2201,US14,Female,7.5,38,5.5,159.00,0%,2014,9,159.00
54022,11-09-2014,United States,2151,US10,Male,9.5,42-43,9,179.00,0%,2014,9,179.00
54023,12-09-2014,United States,2162,US13,Male,9,42,8.5,149.00,0%,2014,9,149.00
54024,12-09-2014,Germany,2156,GER2,Female,9,39-40,7,149.00,30%,2014,9,104.30
54025,12-09-2014,United Kingdom,2202,UK1,Male,9.5,42-43,9,189.00,30%,2014,9,132.30
54026,12-09-2014,Canada,2230,CAN1,Female,6.5,37,4.5,179.00,0%,2014,9,179.00
54027,12-09-2014,United Kingdom,2211,UK1,Female,8,38-39,6,179.00,30%,2014,9,125.30
54028,12-09-2014,United States,2183,US5,Female,10,40-41,8,169.00,50%,2014,9,84.50
54029,12-09-2014,United States,2185,US8,Female,8,38-39,6,179.00,10%,2014,9,161.10
54029,12-09-2014,United States,2149,US10,Male,9,42,8.5,139.00,20%,2014,9,111.20
54030,13-09-2014,Germany,2221,GER3,Female,8.5,39,6.5,169.00,0%,2014,9,169.00
54031,13-09-2014,United Kingdom,2149,UK1,Male,10.5,43-44,10,129.00,10%,2014,9,116.10
54031,13-09-2014,United Kingdom,2202,UK1,Male,9.5,42-43,9,189.00,30%,2014,9,132.30
54032,13-09-2014,Canada,2227,CAN6,Female,6.5,37,4.5,189.00,10%,2014,9,170.10
54033,13-09-2014,United States,2230,US2,Male,7.5,40-41,7,189.00,0%,2014,9,189.00
54034,13-09-2014,United States,2197,US1,Female,10,40-41,8,159.00,30%,2014,9,111.30
54035,13-09-2014,United States,2200,US8,Male,9,42,8.5,189.00,0%,2014,9,189.00
54036,13-09-2014,Germany,2183,GER1,Male,8.5,41-42,8,139.00,0%,2014,9,139.00
54037,14-09-2014,Germany,2203,GER1,Female,10,40-41,8,129.00,0%,2014,9,129.00
54038,14-09-2014,United States,2219,US14,Male,9,42,8.5,179.00,30%,2014,9,125.30
54039,14-09-2014,United Kingdom,2199,UK2,Male,11,44,10.5,169.00,30%,2014,9,118.30
54039,14-09-2014,United Kingdom,2149,UK1,Male,10.5,43-44,10,129.00,10%,2014,9,116.10
54040,14-09-2014,United States,2178,US14,Male,10,43,9.5,169.00,0%,2014,9,169.00
54041,14-09-2014,United States,2194,US4,Female,8,38-39,6,179.00,10%,2014,9,161.10
54041,14-09-2014,United States,2198,US12,Male,11,44,10.5,139.00,0%,2014,9,139.00
54042,15-09-2014,Germany,2179,GER2,Female,9,39-40,7,159.00,10%,2014,9,143.10
54043,15-09-2014,Germany,2201,GER3,Female,9,39-40,7,149.00,20%,2014,9,119.20
54044,15-09-2014,United States,2149,US10,Male,9,42,8.5,139.00,20%,2014,9,111.20
54044,15-09-2014,United States,2219,US14,Male,9,42,8.5,179.00,30%,2014,9,125.30
54045,15-09-2014,Canada,2152,CAN1,Female,12,42-43,10,159.00,0%,2014,9,159.00
54046,15-09-2014,United Kingdom,2209,UK3,Male,10,43,9.5,189.00,30%,2014,9,132.30
54047,16-09-2014,Germany,2156,GER2,Female,9,39-40,7,149.00,30%,2014,9,104.30
54048,16-09-2014,Germany,2172,GER2,Female,9,39-40,7,189.00,0%,2014,9,189.00
54049,16-09-2014,United States,2200,US8,Male,9,42,8.5,189.00,0%,2014,9,189.00
54049,16-09-2014,United States,2149,US10,Male,9,42,8.5,139.00,20%,2014,9,111.20
54050,16-09-2014,United States,2210,US15,Male,8.5,41-42,8,169.00,0%,2014,9,169.00
54051,16-09-2014,United Kingdom,2238,UK1,Male,8,41,7.5,159.00,50%,2014,9,79.50
54052,17-09-2014,United Kingdom,2202,UK1,Male,9.5,42-43,9,189.00,30%,2014,9,132.30
54053,17-09-2014,Germany,2185,GER1,Female,9,39-40,7,159.00,0%,2014,9,159.00
54054,17-09-2014,United Kingdom,2174,UK3,Male,10.5,43-44,10,159.00,0%,2014,9,159.00
54055,17-09-2014,Germany,2203,GER1,Female,10,40-41,8,129.00,0%,2014,9,129.00
54056,17-09-2014,United Kingdom,2162,UK1,Female,9,39-40,7,139.00,10%,2014,9,125.10
54057,18-09-2014,Canada,2196,CAN6,Male,8.5,41-42,8,179.00,50%,2014,9,89.50
54058,18-09-2014,United Kingdom,2180,UK1,Male,10.5,43-44,10,179.00,10%,2014,9,161.10
54059,18-09-2014,United States,2219,US14,Male,9,42,8.5,179.00,30%,2014,9,125.30
54060,19-09-2014,United States,2148,US12,Female,11.5,42,9.5,169.00,10%,2014,9,152.10
54061,19-09-2014,Germany,2158,GER3,Male,10.5,43-44,10,149.00,0%,2014,9,149.00
54062,19-09-2014,Germany,2172,GER2,Female,7.5,38,5.5,189.00,30%,2014,9,132.30
54063,19-09-2014,United States,2148,US7,Female,7,37-38,5,199.00,10%,2014,9,179.10
54064,19-09-2014,United States,2216,US15,Female,9,39-40,7,139.00,0%,2014,9,139.00
54065,20-09-2014,United States,2216,US7,Male,10.5,43-44,10,189.00,20%,2014,9,151.20
54066,20-09-2014,Canada,2174,CAN3,Female,8.5,39,6.5,169.00,0%,2014,9,169.00
54067,20-09-2014,United States,2171,US15,Female,11.5,42,9.5,149.00,30%,2014,9,104.30
54068,20-09-2014,Germany,2151,GER3,Male,10.5,43-44,10,149.00,10%,2014,9,134.10
54069,20-09-2014,Germany,2199,GER2,Male,7,40,6.5,199.00,20%,2014,9,159.20
54070,20-09-2014,United States,2213,US14,Female,7,37-38,5,199.00,20%,2014,9,159.20
54071,20-09-2014,Germany,2172,GER1,Female,10,40-41,8,199.00,0%,2014,9,199.00
54072,21-09-2014,United States,2213,US13,Male,10.5,43-44,10,149.00,10%,2014,9,134.10
54073,21-09-2014,United States,2190,US15,Male,8.5,41-42,8,189.00,50%,2014,9,94.50
54073,21-09-2014,United States,2219,US15,Female,7.5,38,5.5,159.00,0%,2014,9,159.00
54073,21-09-2014,United States,2181,US15,Female,11.5,42,9.5,189.00,0%,2014,9,189.00
54074,21-09-2014,Germany,2157,GER3,Female,7.5,38,5.5,159.00,50%,2014,9,79.50
54075,21-09-2014,United States,2221,US1,Male,8.5,41-42,8,129.00,10%,2014,9,116.10
54076,21-09-2014,Germany,2211,GER3,Male,10,43,9.5,159.00,0%,2014,9,159.00
54077,21-09-2014,United States,2216,US7,Male,10.5,43-44,10,189.00,20%,2014,9,151.20
54078,21-09-2014,Germany,2221,GER1,Female,7,37-38,5,139.00,30%,2014,9,97.30
54079,21-09-2014,Canada,2219,CAN5,Male,9.5,42-43,9,149.00,0%,2014,9,149.00
54080,21-09-2014,United States,2207,US14,Male,10.5,43-44,10,179.00,50%,2014,9,89.50
54081,22-09-2014,United States,2210,US15,Male,8.5,41-42,8,169.00,0%,2014,9,169.00
54082,22-09-2014,United States,2177,US15,Male,14,47,13.5,159.00,10%,2014,9,143.10
54083,22-09-2014,Germany,2172,GER3,Male,9.5,42-43,9,189.00,0%,2014,9,189.00
54083,22-09-2014,Germany,2225,GER2,Female,10.5,41,8.5,169.00,0%,2014,9,169.00
54084,22-09-2014,United Kingdom,2217,UK1,Male,11,44,10.5,199.00,30%,2014,9,139.30
54085,22-09-2014,United States,2213,US13,Male,10.5,43-44,10,149.00,10%,2014,9,134.10
54086,22-09-2014,United States,2218,US10,Female,11.5,42,9.5,139.00,10%,2014,9,125.10
54087,22-09-2014,Canada,2200,CAN6,Male,11,44,10.5,129.00,0%,2014,9,129.00
54087,22-09-2014,Canada,2219,CAN5,Male,9.5,42-43,9,149.00,0%,2014,9,149.00
54088,22-09-2014,Germany,2172,GER1,Female,10,40-41,8,199.00,0%,2014,9,199.00
54089,22-09-2014,Germany,2186,GER2,Female,9,39-40,7,149.00,20%,2014,9,119.20
54090,22-09-2014,United States,2219,US12,Male,10.5,43-44,10,169.00,10%,2014,9,152.10
54091,22-09-2014,United States,2188,US15,Male,12,45,11.5,169.00,0%,2014,9,169.00
54092,23-09-2014,Germany,2192,GER2,Male,15,48,14.5,199.00,30%,2014,9,139.30
54093,23-09-2014,Canada,2177,CAN5,Female,8,38-39,6,149.00,0%,2014,9,149.00
54094,23-09-2014,Germany,2182,GER2,Male,10.5,43-44,10,149.00,0%,2014,9,149.00
54094,23-09-2014,Germany,2165,GER1,Female,10.5,41,8.5,179.00,20%,2014,9,143.20
54095,23-09-2014,United Kingdom,2216,UK4,Female,9,39-40,7,189.00,10%,2014,9,170.10
54096,23-09-2014,United States,2179,US14,Female,11.5,42,9.5,129.00,30%,2014,9,90.30
54097,23-09-2014,Canada,2239,CAN5,Male,15,48,14.5,159.00,30%,2014,9,111.30
54097,23-09-2014,Canada,2200,CAN6,Male,11,44,10.5,129.00,0%,2014,9,129.00
54098,23-09-2014,United States,2216,US7,Male,10.5,43-44,10,189.00,20%,2014,9,151.20
54099,23-09-2014,Germany,2172,GER1,Female,9,39-40,7,149.00,0%,2014,9,149.00
54100,23-09-2014,United Kingdom,2199,UK3,Female,8.5,39,6.5,129.00,0%,2014,9,129.00
54101,23-09-2014,Canada,2174,CAN3,Female,8.5,39,6.5,169.00,0%,2014,9,169.00
54102,24-09-2014,Canada,2201,CAN6,Male,10,43,9.5,149.00,50%,2014,9,74.50
54103,24-09-2014,Canada,2177,CAN5,Female,8,38-39,6,149.00,0%,2014,9,149.00
54104,24-09-2014,Germany,2211,GER3,Male,10,43,9.5,159.00,0%,2014,9,159.00
54105,24-09-2014,United Kingdom,2167,UK2,Female,9,39-40,7,179.00,0%,2014,9,179.00
54106,24-09-2014,United States,2148,US12,Female,11.5,42,9.5,149.00,50%,2014,9,74.50
54107,24-09-2014,United States,2195,US15,Female,9,39-40,7,159.00,10%,2014,9,143.10
54108,24-09-2014,United Kingdom,2178,UK2,Female,8.5,39,6.5,139.00,0%,2014,9,139.00
54108,24-09-2014,United Kingdom,2176,UK3,Male,10,43,9.5,159.00,0%,2014,9,159.00
54109,24-09-2014,Germany,2197,GER2,Male,15,48,14.5,189.00,50%,2014,9,94.50
54110,24-09-2014,United States,2190,US15,Male,8.5,41-42,8,189.00,50%,2014,9,94.50
54111,25-09-2014,Germany,2221,GER1,Female,7,37-38,5,139.00,30%,2014,9,97.30
54112,25-09-2014,Germany,2172,GER3,Male,9.5,42-43,9,189.00,0%,2014,9,189.00
54112,25-09-2014,Germany,2211,GER3,Male,10,43,9.5,159.00,0%,2014,9,159.00
54113,25-09-2014,Germany,2236,GER3,Female,7,37-38,5,179.00,0%,2014,9,179.00
54114,25-09-2014,United Kingdom,2198,UK2,Male,8.5,41-42,8,179.00,0%,2014,9,179.00
54115,25-09-2014,Germany,2207,GER1,Male,8,41,7.5,159.00,50%,2014,9,79.50
54116,26-09-2014,Canada,2219,CAN5,Male,9.5,42-43,9,149.00,0%,2014,9,149.00
54117,26-09-2014,Germany,2224,GER3,Male,9,42,8.5,179.00,0%,2014,9,179.00
54118,26-09-2014,Germany,2224,GER1,Female,10,40-41,8,189.00,20%,2014,9,151.20
54119,26-09-2014,United States,2239,US8,Male,9.5,42-43,9,129.00,30%,2014,9,90.30
54120,26-09-2014,Germany,2157,GER3,Female,7,37-38,5,149.00,30%,2014,9,104.30
54121,26-09-2014,United States,2192,US15,Female,9,39-40,7,159.00,30%,2014,9,111.30
54122,26-09-2014,United Kingdom,2226,UK2,Female,8,38-39,6,129.00,0%,2014,9,129.00
54123,27-09-2014,Canada,2195,CAN7,Female,7.5,38,5.5,129.00,30%,2014,9,90.30
54124,27-09-2014,Germany,2165,GER1,Male,10,43,9.5,189.00,50%,2014,9,94.50
54125,27-09-2014,Germany,2213,GER1,Male,9.5,42-43,9,199.00,30%,2014,9,139.30
54126,27-09-2014,Germany,2237,GER1,Female,7,37-38,5,149.00,30%,2014,9,104.30
54127,27-09-2014,Canada,2210,CAN3,Female,8.5,39,6.5,199.00,50%,2014,9,99.50
54128,27-09-2014,Canada,2209,CAN6,Male,10.5,43-44,10,169.00,30%,2014,9,118.30
54129,27-09-2014,United States,2204,US11,Male,9,42,8.5,139.00,0%,2014,9,139.00
54129,27-09-2014,United States,2239,US8,Male,9.5,42-43,9,129.00,30%,2014,9,90.30
54130,27-09-2014,Germany,2189,GER2,Female,7,37-38,5,139.00,50%,2014,9,69.50
54131,27-09-2014,United States,2195,US4,Male,11,44,10.5,169.00,10%,2014,9,152.10
54132,27-09-2014,United Kingdom,2191,UK1,Male,9.5,42-43,9,179.00,20%,2014,9,143.20
54133,27-09-2014,United States,2225,US15,Female,8,38-39,6,129.00,0%,2014,9,129.00
54133,27-09-2014,United States,2178,US15,Male,8.5,41-42,8,179.00,20%,2014,9,143.20
54134,28-09-2014,Canada,2153,CAN1,Male,9,42,8.5,139.00,0%,2014,9,139.00
54135,28-09-2014,United Kingdom,2187,UK3,Female,7.5,38,5.5,199.00,0%,2014,9,199.00
54136,28-09-2014,Germany,2160,GER1,Male,10.5,43-44,10,199.00,0%,2014,9,199.00
54137,28-09-2014,Canada,2154,CAN6,Male,9.5,42-43,9,139.00,0%,2014,9,139.00
54138,28-09-2014,Canada,2225,CAN1,Female,8.5,39,6.5,189.00,0%,2014,9,189.00
54139,28-09-2014,Germany,2237,GER1,Female,7,37-38,5,149.00,30%,2014,9,104.30
54140,28-09-2014,United States,2207,US14,Male,10.5,43-44,10,179.00,50%,2014,9,89.50
54140,28-09-2014,United States,2204,US11,Male,9,42,8.5,139.00,0%,2014,9,139.00
54141,28-09-2014,Germany,2165,GER1,Male,11.5,44-45,11,189.00,30%,2014,9,132.30
54142,28-09-2014,United States,2178,US15,Female,9,39-40,7,149.00,0%,2014,9,149.00
54142,28-09-2014,United States,2226,US15,Female,10,40-41,8,129.00,0%,2014,9,129.00
54143,28-09-2014,Canada,2237,CAN5,Female,8.5,39,6.5,199.00,0%,2014,9,199.00
54144,28-09-2014,United States,2238,US15,Female,8,38-39,6,129.00,10%,2014,9,116.10
54145,29-09-2014,Canada,2171,CAN6,Female,7.5,38,5.5,189.00,30%,2014,9,132.30
54146,29-09-2014,Germany,2192,GER2,Male,15,48,14.5,199.00,30%,2014,9,139.30
54147,29-09-2014,United States,2208,US2,Male,10,43,9.5,179.00,10%,2014,9,161.10
54148,29-09-2014,Canada,2201,CAN6,Male,10,43,9.5,149.00,50%,2014,9,74.50
54149,29-09-2014,United States,2188,US15,Male,12,45,11.5,169.00,0%,2014,9,169.00
54150,29-09-2014,Canada,2154,CAN6,Male,9.5,42-43,9,139.00,0%,2014,9,139.00
54151,29-09-2014,Germany,2213,GER1,Male,9.5,42-43,9,199.00,30%,2014,9,139.30
54152,29-09-2014,United States,2178,US15,Female,8,38-39,6,129.00,0%,2014,9,129.00
54152,29-09-2014,United States,2206,US15,Male,8,41,7.5,139.00,30%,2014,9,97.30
54152,29-09-2014,United States,2195,US15,Female,9,39-40,7,159.00,10%,2014,9,143.10
54152,29-09-2014,United States,2213,US15,Female,10,40-41,8,199.00,0%,2014,9,199.00
54153,30-09-2014,United States,2230,US15,Female,7.5,38,5.5,179.00,0%,2014,9,179.00
54154,30-09-2014,United States,2151,US4,Male,9.5,42-43,9,149.00,0%,2014,9,149.00
54155,30-09-2014,Germany,2224,GER1,Female,10,40-41,8,189.00,20%,2014,9,151.20
54156,30-09-2014,Germany,2160,GER1,Male,10.5,43-44,10,199.00,0%,2014,9,199.00
54157,30-09-2014,Canada,2211,CAN3,Female,8.5,39,6.5,179.00,10%,2014,9,161.10
54158,01-10-2014,United States,2205,US15,Female,7.5,38,5.5,159.00,10%,2014,10,143.10
54159,01-10-2014,United States,2162,US15,Male,9.5,42-43,9,169.00,20%,2014,10,135.20
54160,01-10-2014,United States,2239,US8,Male,9.5,42-43,9,129.00,30%,2014,10,90.30
54161,01-10-2014,Canada,2237,CAN6,Female,8,38-39,6,199.00,30%,2014,10,139.30
54161,01-10-2014,Canada,2153,CAN6,Female,8,38-39,6,189.00,0%,2014,10,189.00
54162,01-10-2014,Germany,2179,GER2,Male,9.5,42-43,9,149.00,0%,2014,10,149.00
